municipality_code,municipality_name,prefecture,account_name,friends_count,population,registration_rate,population_category,line_url,updated_at
,東根市,山形県,東根市,22340.0,47406.0,47.12,市,https://page.line.me/higashine_city,2025-12-03
,尾花沢市,山形県,尾花沢市,4007.0,12721.0,31.5,市,https://page.line.me/obanazawacity,2025-12-03
,南陽市,山形県,南陽市,13116.0,28225.0,46.47,市,https://page.line.me/city_nanyo,2025-12-03
,山辺町,山形県,山辺町,1466.0,12821.0,11.43,町,https://page.line.me/yamanobemachi,2025-12-03
,中山町,山形県,山形県中山町,1592.0,9965.0,15.98,町,https://page.line.me/yamagata_nakayama,2025-12-03
,河北町,山形県,河北町,3712.0,16136.0,23.0,町,https://page.line.me/kahoku_town,2025-12-03
,西川町,山形県,山形県西川町,2184.0,4237.0,51.55,町,https://page.line.me/nishikawa_town,2025-12-03
,朝日町,山形県,山形県朝日町,1329.0,5440.0,24.43,町,https://page.line.me/asahi_town_ymgt,2025-12-03
,大江町,山形県,山形県大江町,1586.0,6708.0,23.64,町,https://page.line.me/oe_town_ymgt,2025-12-03
,大石田町,山形県,大石田町役場,2247.0,5581.0,40.26,町,https://page.line.me/oishida.yamagata,2025-12-03
,金山町,山形県,山形県金山町,1431.0,4388.0,32.61,町,https://page.line.me/kaneyamatown,2025-12-03
,舟形町,山形県,舟形町,967.0,4420.0,21.88,町,https://page.line.me/funagata_town,2025-12-03
,真室川町,山形県,真室川町,1678.0,6185.0,27.13,町,https://page.line.me/mamurogawa_town,2025-12-03
,鮭川村,山形県,鮭川村,1001.0,3434.0,29.15,村,https://page.line.me/sakegawa,2025-12-03
,高畠町,山形県,高畠町,3311.0,20559.0,16.1,町,https://page.line.me/town.takahata,2025-12-03
,川西町,山形県,川西町,4741.0,12895.0,36.77,町,https://page.line.me/kawanishimachi,2025-12-03
,小国町,山形県,山形県小国町,1836.0,6121.0,30.0,町,https://page.line.me/shiroimori_oguni,2025-12-03
,白鷹町,山形県,白鷹町,2108.0,11671.0,18.06,町,https://page.line.me/shirataka-town,2025-12-03
,飯豊町,山形県,山形県飯豊町,2872.0,5857.0,49.04,町,https://page.line.me/iide_mezami,2025-12-03
,三川町,山形県,山形県三川町,2471.0,7188.0,34.38,町,https://page.line.me/mikawa-town,2025-12-03
,庄内町,山形県,山形県庄内町,15070.0,18228.0,82.68,町,https://page.line.me/shonai_town,2025-12-03
,遊佐町,山形県,遊佐町,3952.0,11473.0,34.45,町,https://page.line.me/yuzatown,2025-12-03
,福島県,福島県,福島県,8298.0,1717665.0,0.48,都道府県,https://page.line.me/fukushima_pref,2025-12-03
,福島市,福島県,福島市,78835.0,268906.0,29.32,市,https://page.line.me/fukushimacity,2025-12-03
,会津若松市,福島県,会津若松市,12564.0,109493.0,11.47,市,https://page.line.me/aizucity,2025-12-03
,郡山市,福島県,郡山市役所,23562.0,316298.0,7.45,市,https://page.line.me/koriyamacity,2025-12-03
,いわき市,福島県,いわき市,74468.0,313576.0,23.75,市,https://page.line.me/iwakicity,2025-12-03
,白河市,福島県,白河市,6420.0,55695.0,11.53,市,https://page.line.me/shirakawa.city,2025-12-03
,須賀川市,福島県,須賀川市,12952.0,71410.0,18.14,市,https://page.line.me/sukagawacity,2025-12-03
,喜多方市,福島県,喜多方市,2112.0,40755.0,5.18,市,https://page.line.me/kitakata_city,2025-12-03
,相馬市,福島県,相馬市役所,4011.0,32281.0,12.43,市,https://page.line.me/soma_city,2025-12-03
,二本松市,福島県,二本松市,4332.0,49456.0,8.76,市,https://page.line.me/nihonmatsucity,2025-12-03
,田村市,福島県,田村市,11867.0,31821.0,37.29,市,https://page.line.me/tamuracity,2025-12-03
,南相馬市,福島県,南相馬市,6364.0,54652.0,11.64,市,https://page.line.me/minamiso-ma,2025-12-03
,伊達市,福島県,伊達市,2414.0,54022.0,4.47,市,https://page.line.me/datecity,2025-12-03
,本宮市,福島県,本宮市,1974.0,29610.0,6.67,市,https://page.line.me/motomiya-city,2025-12-03
,桑折町,福島県,桑折町,7935.0,10713.0,74.07,町,https://page.line.me/kooritown,2025-12-03
,国見町,福島県,国見町,3113.0,7757.0,40.13,町,https://page.line.me/kunimimachi,2025-12-03
,川俣町,福島県,川俣町,8287.0,10674.0,77.64,町,https://page.line.me/kawamatatown,2025-12-03
,鏡石町,福島県,福島県鏡石町,1497.0,11974.0,12.5,町,https://page.line.me/kagamiishi.town,2025-12-03
,天栄村,福島県,天栄村,1603.0,4784.0,33.51,村,https://page.line.me/tenei.vill,2025-12-03
,下郷町,福島県,下郷町,703.0,4437.0,15.84,町,https://page.line.me/shimogotown,2025-12-03
,南会津町,福島県,南会津町,2280.0,12521.0,18.21,町,https://page.line.me/minamiaizu.town,2025-12-03
,北塩原村,福島県,北塩原村,601.0,2228.0,26.97,村,https://page.line.me/kitashiobara_vill,2025-12-03
,西会津町,福島県,西会津町,1269.0,5001.0,25.37,町,https://page.line.me/nishiaizutown,2025-12-03
,磐梯町,福島県,磐梯町,1757.0,3014.0,58.29,町,https://page.line.me/bandai-machi,2025-12-03
,会津坂下町,福島県,会津坂下町,757.0,13512.0,5.6,町,https://page.line.me/bange-official,2025-12-03
,湯川村,福島県,湯川村,1637.0,2850.0,57.44,村,https://page.line.me/yugawamura-44,2025-12-03
,柳津町,福島県,柳津町,698.0,2640.0,26.44,町,https://page.line.me/yanaizutown,2025-12-03
,金山町,福島県,福島県金山町,474.0,1637.0,28.96,町,https://page.line.me/kaneyamamachi,2025-12-03
,昭和村,福島県,昭和村,813.0,1082.0,75.14,村,https://page.line.me/showavill,2025-12-03
,会津美里町,福島県,会津美里町,3380.0,17034.0,19.84,町,https://page.line.me/aizumisato,2025-12-03
,西郷村,福島県,福島県西郷村,917.0,21244.0,4.32,村,https://page.line.me/nishigo_vill,2025-12-03
,泉崎村,福島県,泉崎村,1364.0,5861.0,23.27,村,https://page.line.me/izumizaki,2025-12-03
,中島村,福島県,福島県中島村,358.0,4571.0,7.83,村,https://page.line.me/nakajimamura,2025-12-03
,矢吹町,福島県,矢吹町,1073.0,16730.0,6.41,町,https://page.line.me/yabuki.town,2025-12-03
,棚倉町,福島県,棚倉町,926.0,12073.0,7.67,町,https://page.line.me/tanaguratown,2025-12-03
,塙町,福島県,塙町,581.0,7498.0,7.75,町,https://page.line.me/hanawa_town,2025-12-03
,石川町,福島県,福島県石川町,1810.0,13244.0,13.67,町,https://page.line.me/town.ishikawa,2025-12-03
,玉川村,福島県,福島県玉川村,722.0,5743.0,12.57,村,https://page.line.me/tamakawa.vill,2025-12-03
,平田村,福島県,平田村,368.0,5169.0,7.12,村,https://page.line.me/hiratavillage,2025-12-03
,浅川町,福島県,浅川町,466.0,5460.0,8.53,町,https://page.line.me/asakawatown,2025-12-03
,古殿町,福島県,古殿町,1220.0,4182.0,29.17,町,https://page.line.me/furudono_town,2025-12-03
,三春町,福島県,三春町,11204.0,16026.0,69.91,町,https://page.line.me/miharutown,2025-12-03
,小野町,福島県,小野町,1520.0,8294.0,18.33,町,https://page.line.me/onotown,2025-12-03
,楢葉町,福島県,福島県楢葉町,1276.0,3248.0,39.29,町,https://page.line.me/narahatown,2025-12-03
,富岡町,福島県,富岡町,1613.0,11074.0,14.57,町,https://page.line.me/tomioka-town,2025-12-03
,川内村,福島県,川内村,162.0,1701.0,9.52,村,https://page.line.me/kawauchi_line,2025-12-03
,大熊町,福島県,大熊町,790.0,9848.0,8.02,町,https://page.line.me/okuma.town,2025-12-03
,飯舘村,福島県,飯舘村,858.0,407.0,210.81,村,https://page.line.me/iitate_village,2025-12-03
,茨城県,茨城県,茨城県,31134.0,2791231.0,1.12,都道府県,https://page.line.me/ibarakiken,2025-12-03
,水戸市,茨城県,水戸市役所,84229.0,265768.0,31.69,市,https://page.line.me/mitocity,2025-12-03
,日立市,茨城県,日立市,21620.0,160211.0,13.49,市,https://page.line.me/hitachi-city,2025-12-03
,土浦市,茨城県,土浦市,14451.0,141665.0,10.2,市,https://page.line.me/tsuchiuracity,2025-12-03
,古河市,茨城県,古河市,44953.0,136386.0,32.96,市,https://page.line.me/koga_city,2025-12-03
,石岡市,茨城県,石岡市,6345.0,68391.0,9.28,市,https://page.line.me/ishioka_city,2025-12-03
,結城市,茨城県,結城市,7597.0,48462.0,15.68,市,https://page.line.me/yuki-city,2025-12-03
,龍ケ崎市,茨城県,龍ケ崎市役所,41728.0,74292.0,56.17,市,https://page.line.me/ryugasaki-city,2025-12-03
,下妻市,茨城県,下妻市,23745.0,41107.0,57.76,市,https://page.line.me/shimotsuma_ibaraki,2025-12-03
,常総市,茨城県,常総市,18334.0,58236.0,31.48,市,https://page.line.me/joso_city,2025-12-03
,高萩市,茨城県,高萩市,4942.0,25027.0,19.75,市,https://page.line.me/takahagicity,2025-12-03
,北茨城市,茨城県,北茨城市,8651.0,38462.0,22.49,市,https://page.line.me/kitaibaraki_city,2025-12-03
,笠間市,茨城県,笠間市,10395.0,70282.0,14.79,市,https://page.line.me/kasama_city,2025-12-03
,取手市,茨城県,取手市役所,16024.0,103282.0,15.51,市,https://page.line.me/toridecity,2025-12-03
,牛久市,茨城県,牛久市役所,18450.0,83082.0,22.21,市,https://page.line.me/ushikucity,2025-12-03
,つくば市,茨城県,つくば市,47328.0,263044.0,17.99,市,https://page.line.me/tsukubacity,2025-12-03
,ひたちなか市,茨城県,ひたちなか市,36311.0,152136.0,23.87,市,https://page.line.me/hitachinakacity,2025-12-03
,鹿嶋市,茨城県,茨城県鹿嶋市,11993.0,63891.0,18.77,市,https://page.line.me/kashima_city,2025-12-03
,潮来市,茨城県,茨城県 潮来市,6124.0,25696.0,23.83,市,https://page.line.me/itako082236,2025-12-03
,那珂市,茨城県,那珂市役所,9391.0,51651.0,18.18,市,https://page.line.me/naka-city,2025-12-03
,筑西市,茨城県,筑西市,14124.0,96481.0,14.64,市,https://page.line.me/chikusei-city,2025-12-03
,坂東市,茨城県,坂東市,5123.0,50519.0,10.14,市,https://page.line.me/bando-city,2025-12-03
,稲敷市,茨城県,稲敷市役所,3218.0,35531.0,9.06,市,https://page.line.me/inashiki_city,2025-12-03
,かすみがうら市,茨城県,かすみがうら市,1728.0,38260.0,4.52,市,https://page.line.me/kasumigaura_city,2025-12-03
,桜川市,茨城県,桜川市,16312.0,35543.0,45.89,市,https://page.line.me/sakuragawa_city,2025-12-03
,神栖市,茨城県,茨城県神栖市,4689.0,93388.0,5.02,市,https://page.line.me/kamisu_city,2025-12-03
,行方市,茨城県,行方市,14277.0,29267.0,48.78,市,https://page.line.me/namegatacity,2025-12-03
,鉾田市,茨城県,茨城県鉾田市,3650.0,43699.0,8.35,市,https://page.line.me/hokotacity,2025-12-03
,つくばみらい市,茨城県,つくばみらい市,17636.0,51567.0,34.2,市,https://page.line.me/tsukubamiraicity,2025-12-03
,茨城町,茨城県,茨城町,3113.0,29573.0,10.53,町,https://page.line.me/ibarakitown,2025-12-03
,大洗町,茨城県,アライッペ,971.0,14481.0,6.71,町,https://page.line.me/469aifgg,2025-12-03
,東海村,茨城県,東海村役場,12489.0,37645.0,33.18,村,https://page.line.me/tokai_vill,2025-12-03
,大子町,茨城県,大子町,1073.0,13498.0,7.95,町,https://page.line.me/daigo-town,2025-12-03
,美浦村,茨城県,茨城県美浦村,444.0,13485.0,3.29,村,https://page.line.me/mihovillage,2025-12-03
,阿見町,茨城県,阿見町,6008.0,50637.0,11.86,町,https://page.line.me/ami_ibaraki,2025-12-03
,八千代町,茨城県,八千代町,1423.0,20165.0,7.06,町,https://page.line.me/yachiyo_town,2025-12-03
,五霞町,茨城県,五霞町,2426.0,7488.0,32.4,町,https://page.line.me/goka.town08542,2025-12-03
,境町,茨城県,境町,1146.0,23814.0,4.81,町,https://page.line.me/sakaitown,2025-12-03
,栃木県,栃木県,栃木県,74120.0,1868706.0,3.97,都道府県,https://page.line.me/pref_tochigi,2025-12-03
,宇都宮市,栃木県,宇都宮市,42602.0,511106.0,8.34,市,https://page.line.me/utsunomiyacity,2025-12-03
,足利市,栃木県,足利市,48677.0,136919.0,35.55,市,https://page.line.me/ashikaga_city,2025-12-03
,栃木市,栃木県,栃木市,3566.0,148789.0,2.4,市,https://page.line.me/tochigicity,2025-12-03
,佐野市,栃木県,佐野市,18201.0,110830.0,16.42,市,https://page.line.me/sano_city,2025-12-03
,鹿沼市,栃木県,鹿沼市,13544.0,89653.0,15.11,市,https://page.line.me/kanumacity,2025-12-03
,日光市,栃木県,日光市,6746.0,71700.0,9.41,市,https://page.line.me/nikkocity,2025-12-03
,小山市,栃木県,小山市,7684.0,165955.0,4.63,市,https://page.line.me/oyamacity,2025-12-03
,真岡市,栃木県,真岡市,3529.0,76208.0,4.63,市,https://page.line.me/mokacity,2025-12-03
,大田原市,栃木県,大田原市,17581.0,68753.0,25.57,市,https://page.line.me/ohtawara_city,2025-12-03
,矢板市,栃木県,矢板市,7544.0,29051.0,25.97,市,https://page.line.me/yaita_city,2025-12-03
,那須塩原市,栃木県,那須塩原市役所,20546.0,112996.0,18.18,市,https://page.line.me/nasushiobara.city,2025-12-03
,さくら市,栃木県,さくら市,6366.0,43919.0,14.49,市,https://page.line.me/sakura_city,2025-12-03
,那須烏山市,栃木県,那須烏山市,10656.0,22262.0,47.87,市,https://page.line.me/nasukara-1112,2025-12-03
,下野市,栃木県,下野市,1553.0,58751.0,2.64,市,https://page.line.me/city_shimotsuke,2025-12-03
,上三川町,栃木県,上三川町,2019.0,29991.0,6.73,町,https://page.line.me/kaminokawa_town,2025-12-03
,益子町,栃木県,益子町,1266.0,20342.0,6.22,町,https://page.line.me/mashikotown,2025-12-03
,市貝町,栃木県,市貝町,1016.0,10466.0,9.71,町,https://page.line.me/ichikaitown,2025-12-03
,芳賀町,栃木県,芳賀町,1132.0,14554.0,7.78,町,https://page.line.me/haga_town,2025-12-03
,壬生町,栃木県,壬生町,2622.0,38354.0,6.84,町,https://page.line.me/mibu_town,2025-12-03
,野木町,栃木県,野木町,1797.0,24157.0,7.44,町,https://page.line.me/townnogi,2025-12-03
,塩谷町,栃木県,塩谷町,1119.0,9082.0,12.32,町,https://page.line.me/shioya_town,2025-12-03
,那須町,栃木県,那須町役場,3910.0,22528.0,17.36,町,https://page.line.me/nasu.town,2025-12-03
,群馬県,群馬県,群馬県,33785.0,1876416.0,1.8,都道府県,https://page.line.me/pref_gunma,2025-12-03
,前橋市,群馬県,前橋市,12333.0,324954.0,3.8,市,https://page.line.me/maebashicity,2025-12-03
,高崎市,群馬県,高崎市,30975.0,365316.0,8.48,市,https://page.line.me/kouhou8501,2025-12-03
,伊勢崎市,群馬県,伊勢崎市,7383.0,210431.0,3.51,市,https://page.line.me/isesaki_city,2025-12-03
,太田市,群馬県,太田市,53907.0,221312.0,24.36,市,https://page.line.me/ota_city,2025-12-03
,沼田市,群馬県,沼田市,3263.0,41431.0,7.88,市,https://page.line.me/numata.city,2025-12-03
,館林市,群馬県,館林市,14781.0,73009.0,20.25,市,https://page.line.me/tatebayashi_city,2025-12-03
,渋川市,群馬県,渋川市,15915.0,69997.0,22.74,市,https://page.line.me/shibukawacity,2025-12-03
,藤岡市,群馬県,藤岡市,6333.0,59821.0,10.59,市,https://page.line.me/fujiokacity,2025-12-03
,富岡市,群馬県,富岡市,34408.0,44218.0,77.81,市,https://page.line.me/tomiokacity,2025-12-03
,安中市,群馬県,安中市,7112.0,51183.0,13.9,市,https://page.line.me/annakacity,2025-12-03
,みどり市,群馬県,みどり市,9186.0,47678.0,19.27,市,https://page.line.me/midoricity,2025-12-03
,榛東村,群馬県,榛東村,2545.0,14054.0,18.11,村,https://page.line.me/shinto_vill,2025-12-03
,吉岡町,群馬県,吉岡町,3062.0,22775.0,13.44,町,https://page.line.me/yoshioka_town,2025-12-03
,神流町,群馬県,神流町,877.0,1354.0,64.77,町,https://page.line.me/kanna,2025-12-03
,下仁田町,群馬県,下仁田町,639.0,5480.0,11.66,町,https://page.line.me/shimonita,2025-12-03
,甘楽町,群馬県,甘楽町,1782.0,11883.0,15.0,町,https://page.line.me/kanra,2025-12-03
,中之条町,群馬県,中之条町,5345.0,13982.0,38.23,町,https://page.line.me/nakanojo.town,2025-12-03
,草津町,群馬県,草津町,1300.0,5814.0,22.36,町,https://page.line.me/kusatsu.town,2025-12-03
,高山村,群馬県,群馬県高山村,1092.0,3112.0,35.09,村,https://page.line.me/gunma.takayama,2025-12-03
,川場村,群馬県,群馬県川場村,471.0,3176.0,14.83,村,https://page.line.me/kawaba,2025-12-03
,玉村町,群馬県,玉村町,2871.0,35073.0,8.19,町,https://page.line.me/tamamura_town,2025-12-03
,板倉町,群馬県,板倉町,2403.0,13104.0,18.34,町,https://page.line.me/line.itakura,2025-12-03
,明和町,群馬県,群馬県明和町,1901.0,10391.0,18.29,町,https://page.line.me/gunma-meiwa,2025-12-03
,千代田町,群馬県,ちよだ魅力発信室,3807.0,10369.0,36.72,町,https://page.line.me/738uabwy,2025-12-03
,大泉町,群馬県,大泉町,8999.0,41598.0,21.63,町,https://page.line.me/oizumi,2025-12-03
,邑楽町,群馬県,邑楽町,3520.0,24753.0,14.22,町,https://page.line.me/ora_town,2025-12-03
,埼玉県,埼玉県,埼玉県庁,776521.0,7322991.0,10.6,都道府県,https://page.line.me/bfo2713i,2025-12-03
,さいたま市,埼玉県,さいたま市,93932.0,1356136.0,6.93,市,https://page.line.me/saitamacity,2025-12-03
,川越市,埼玉県,川越市,32283.0,354242.0,9.11,市,https://page.line.me/kawagoecity,2025-12-03
,熊谷市,埼玉県,熊谷市,64927.0,188896.0,34.37,市,https://page.line.me/kumagaya_city,2025-12-03
,川口市,埼玉県,川口市,88073.0,595396.0,14.79,市,https://page.line.me/kawaguchi_city,2025-12-03
,行田市,埼玉県,行田市,37393.0,75724.0,49.38,市,https://page.line.me/gyodacity,2025-12-03
,秩父市,埼玉県,秩父市,48749.0,54807.0,88.95,市,https://page.line.me/chichibu_city,2025-12-03
,所沢市,埼玉県,所沢市,139863.0,340762.0,41.04,市,https://page.line.me/tokorozawacity,2025-12-03
,加須市,埼玉県,加須市,54297.0,110589.0,49.1,市,https://page.line.me/kazocity,2025-12-03
,本庄市,埼玉県,本庄市,29431.0,76938.0,38.25,市,https://page.line.me/honjo-city,2025-12-03
,東松山市,埼玉県,東松山市,17324.0,92804.0,18.67,市,https://page.line.me/e_matuyama_city,2025-12-03
,春日部市,埼玉県,春日部市,13737.0,225190.0,6.1,市,https://page.line.me/kasukabecity,2025-12-03
,狭山市,埼玉県,狭山市,7996.0,146099.0,5.47,市,https://page.line.me/citysayama,2025-12-03
,羽生市,埼玉県,羽生市,25215.0,52032.0,48.46,市,https://page.line.me/hanyucity,2025-12-03
,鴻巣市,埼玉県,鴻巣市,11226.0,116488.0,9.64,市,https://page.line.me/konosu_city,2025-12-03
,深谷市,埼玉県,深谷市,16443.0,138694.0,11.86,市,https://page.line.me/fukayacity,2025-12-03
,上尾市,埼玉県,上尾市,13091.0,228405.0,5.73,市,https://page.line.me/ageocity,2025-12-03
,草加市,埼玉県,草加市,21875.0,250547.0,8.73,市,https://page.line.me/city_soka,2025-12-03
,越谷市,埼玉県,越谷市,26241.0,338134.0,7.76,市,https://page.line.me/citykoshigaya,2025-12-03
,蕨市,埼玉県,蕨市,7629.0,75811.0,10.06,市,https://page.line.me/warabi_city,2025-12-03
,戸田市,埼玉県,戸田市,29910.0,142650.0,20.97,市,https://page.line.me/toda.linebot2020,2025-12-03
,入間市,埼玉県,入間市,31400.0,140814.0,22.3,市,https://page.line.me/irumacity,2025-12-03
,朝霞市,埼玉県,朝霞市,9310.0,144556.0,6.44,市,https://page.line.me/asakashi,2025-12-03
,志木市,埼玉県,志木市,8995.0,75114.0,11.98,市,https://page.line.me/qer3886u,2025-12-03
,和光市,埼玉県,和光市,17312.0,84816.0,20.41,市,https://page.line.me/wakocity,2025-12-03
,新座市,埼玉県,新座市役所,8589.0,166149.0,5.17,市,https://page.line.me/niizashi,2025-12-03
,桶川市,埼玉県,桶川市,4915.0,73635.0,6.67,市,https://page.line.me/okegawacity,2025-12-03
,久喜市,埼玉県,久喜市,12164.0,148714.0,8.18,市,https://page.line.me/kuki,2025-12-03
,北本市,埼玉県,北本市,6785.0,64195.0,10.57,市,https://page.line.me/kitamotocity,2025-12-03
,八潮市,埼玉県,八潮市,3656.0,94761.0,3.86,市,https://page.line.me/yashiocity,2025-12-03
,富士見市,埼玉県,富士見市,13180.0,113405.0,11.62,市,https://page.line.me/fujimi_city,2025-12-03
,三郷市,埼玉県,三郷市,3719.0,141289.0,2.63,市,https://page.line.me/misatocity,2025-12-03
,蓮田市,埼玉県,蓮田市,32388.0,60844.0,53.23,市,https://page.line.me/hasudacity,2025-12-03
,坂戸市,埼玉県,坂戸市,6015.0,99337.0,6.06,市,https://page.line.me/sakadocity,2025-12-03
,幸手市,埼玉県,幸手市,1919.0,48196.0,3.98,市,https://page.line.me/satte_city,2025-12-03
,鶴ヶ島市,埼玉県,鶴ヶ島市,16194.0,69881.0,23.17,市,https://page.line.me/tsurugashimacity,2025-12-03
,日高市,埼玉県,日高市役所,20463.0,53013.0,38.6,市,https://page.line.me/hidakacity,2025-12-03
,吉川市,埼玉県,吉川市,6093.0,70965.0,8.59,市,https://page.line.me/yoshikawa_city,2025-12-03
,ふじみ野市,埼玉県,ふじみ野市,6941.0,113471.0,6.12,市,https://page.line.me/fujimino_city,2025-12-03
,白岡市,埼玉県,白岡市,6229.0,52060.0,11.97,市,https://page.line.me/shiraoka-koho,2025-12-03
,伊奈町,埼玉県,伊奈町,6805.0,44838.0,15.18,町,https://page.line.me/ina-town,2025-12-03
,三芳町,埼玉県,三芳町（埼玉県）,3376.0,37676.0,8.96,町,https://page.line.me/miyoshi_machi,2025-12-03
,毛呂山町,埼玉県,毛呂山町,12294.0,33912.0,36.25,町,https://page.line.me/xat.0000171629.cry,2025-12-03
,越生町,埼玉県,越生町役場,649.0,10240.0,6.34,町,https://page.line.me/162ffopl,2025-12-03
,滑川町,埼玉県,滑川町,2122.0,20006.0,10.61,町,https://page.line.me/namegawa_town,2025-12-03
,嵐山町,埼玉県,嵐山町,2151.0,17442.0,12.33,町,https://page.line.me/ranzan_town,2025-12-03
,小川町,埼玉県,小川町情報 スモリバ,14145.0,26383.0,53.61,町,https://page.line.me/sumoriba,2025-12-03
,川島町,埼玉県,川島町,5704.0,18173.0,31.39,町,https://page.line.me/kawajima.town,2025-12-03
,吉見町,埼玉県,吉見町,2495.0,16867.0,14.79,町,https://page.line.me/yoshimi-machi,2025-12-03
,鳩山町,埼玉県,鳩山町,1769.0,12653.0,13.98,町,https://page.line.me/hatoyama.town,2025-12-03
,ときがわ町,埼玉県,ときがわ町,608.0,9753.0,6.23,町,https://page.line.me/tokigawamachi,2025-12-03
,横瀬町,埼玉県,横瀬町-YokozeTown-,2173.0,7347.0,29.58,町,https://page.line.me/yokozetown,2025-12-03
,皆野町,埼玉県,皆野町,1019.0,8539.0,11.93,町,https://page.line.me/minano.town,2025-12-03
,小鹿野町,埼玉県,小鹿野町,1847.0,9536.0,19.37,町,https://page.line.me/ogano,2025-12-03
,美里町,埼玉県,美里町,2293.0,10526.0,21.78,町,https://page.line.me/misato_town,2025-12-03
,神川町,埼玉県,神川町,5084.0,12594.0,40.37,町,https://page.line.me/kamikawatown,2025-12-03
,上里町,埼玉県,上里町,4806.0,29917.0,16.06,町,https://page.line.me/kamisato,2025-12-03
,宮代町,埼玉県,宮代町,15300.0,33589.0,45.55,町,https://page.line.me/miyashiro_machi,2025-12-03
,杉戸町,埼玉県,杉戸町,1380.0,42569.0,3.24,町,https://page.line.me/sugito,2025-12-03
,松伏町,埼玉県,松伏町,9232.0,26944.0,34.26,町,https://page.line.me/matsubushi,2025-12-03
,千葉県,千葉県,千葉県,210257.0,6277188.0,3.35,都道府県,https://page.line.me/chibaken_kouhou,2025-12-03
,千葉市,千葉県,千葉市,94872.0,987361.0,9.61,市,https://page.line.me/chibacity,2025-12-03
,銚子市,千葉県,銚子市,6870.0,52235.0,13.15,市,https://page.line.me/choshi-city,2025-12-03
,市川市,千葉県,市川市,89553.0,502554.0,17.82,市,https://page.line.me/ichikawa-city,2025-12-03
,船橋市,千葉県,船橋市,53747.0,651220.0,8.25,市,https://page.line.me/funabashi-city,2025-12-03
,館山市,千葉県,館山市,9300.0,42201.0,22.04,市,https://page.line.me/tateyama_city,2025-12-03
,木更津市,千葉県,木更津市,25812.0,136881.0,18.86,市,https://page.line.me/kisarazu,2025-12-03
,松戸市,千葉県,松戸市,44897.0,501080.0,8.96,市,https://page.line.me/matsudo.city,2025-12-03
,野田市,千葉県,野田市,10217.0,151531.0,6.74,市,https://page.line.me/nodacity,2025-12-03
,茂原市,千葉県,茂原市,5050.0,83652.0,6.04,市,https://page.line.me/mobaracity,2025-12-03
,成田市,千葉県,成田市,18107.0,134316.0,13.48,市,https://page.line.me/narita_city,2025-12-03
,佐倉市,千葉県,佐倉市,16785.0,163529.0,10.26,市,https://page.line.me/sakuracity_chiba,2025-12-03
,東金市,千葉県,東金市,8300.0,56658.0,14.65,市,https://page.line.me/togane_city,2025-12-03
,旭市,千葉県,旭市,7449.0,60125.0,12.39,市,https://page.line.me/asahicity,2025-12-03
,習志野市,千葉県,習志野市,97054.0,175965.0,55.16,市,https://page.line.me/narashino.city,2025-12-03
,柏市,千葉県,柏市役所,55207.0,438039.0,12.6,市,https://page.line.me/kashiwa_shi,2025-12-03
,勝浦市,千葉県,勝浦市,1359.0,14903.0,9.12,市,https://page.line.me/katsuura_city,2025-12-03
,市原市,千葉県,市原市,37217.0,261143.0,14.25,市,https://page.line.me/ichiharacity,2025-12-03
,流山市,千葉県,流山市,41893.0,215044.0,19.48,市,https://page.line.me/nagareyamacity,2025-12-03
,八千代市,千葉県,八千代市,15978.0,205995.0,7.76,市,https://page.line.me/yachiyo_city,2025-12-03
,我孫子市,千葉県,我孫子市,47197.0,130390.0,36.2,市,https://page.line.me/abiko_city,2025-12-03
,鴨川市,千葉県,鴨川市,6775.0,29540.0,22.94,市,https://page.line.me/kamogawa_city,2025-12-03
,鎌ケ谷市,千葉県,鎌ケ谷市,51089.0,110079.0,46.41,市,https://page.line.me/kamagaya_city,2025-12-03
,君津市,千葉県,君津市,18255.0,77932.0,23.42,市,https://page.line.me/kimitsu_city,2025-12-03
,富津市,千葉県,富津市,9967.0,38701.0,25.75,市,https://page.line.me/futtsu_city,2025-12-03
,浦安市,千葉県,浦安市,21816.0,172949.0,12.61,市,https://page.line.me/urayasu_city,2025-12-03
,四街道市,千葉県,四街道市,6575.0,94915.0,6.93,市,https://page.line.me/yotsukaidocity,2025-12-03
,袖ケ浦市,千葉県,袖ケ浦市,10758.0,65035.0,16.54,市,https://page.line.me/sodegaura_city,2025-12-03
,八街市,千葉県,八街市,17874.0,65256.0,27.39,市,https://page.line.me/yachimata_city,2025-12-03
,印西市,千葉県,印西市,12695.0,109254.0,11.62,市,https://page.line.me/inzaicity,2025-12-03
,白井市,千葉県,白井市,17342.0,60994.0,28.43,市,https://page.line.me/shiroi_city,2025-12-03
,富里市,千葉県,富里市,5640.0,49611.0,11.37,市,https://page.line.me/tomisato_city,2025-12-03
,南房総市,千葉県,南房総市,3501.0,32166.0,10.88,市,https://page.line.me/city_minamiboso,2025-12-03
,匝瑳市,千葉県,匝瑳市,1859.0,32155.0,5.78,市,https://page.line.me/sosa_city,2025-12-03
,香取市,千葉県,千葉県香取市,5851.0,66646.0,8.78,市,https://page.line.me/katori_city,2025-12-03
,山武市,千葉県,山武市,5733.0,45328.0,12.65,市,https://page.line.me/sammucity,2025-12-03
,大網白里市,千葉県,大網白里市,8479.0,46418.0,18.27,市,https://page.line.me/oamishirasato,2025-12-03
